"","OTU","destination","shared","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"290","dbe444913c016340fdd0ce9bd2158ccb","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus_Pseudomonas_E_647464"
"291","dd452094efd01d7e12390df1600a5a22","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae_A"
"292","dd99f608b03839660a7721e9ba0ecf00","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae_A"
"293","ddbb3a2a7d6486a2201bb8770feb0a6d","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017sp004296775"
"294","de298d81ae1810179dd9648f637ce2a6","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Genus_Sphingobacterium"
"295","de9096d98ae04a503e1d7c5affb2de09","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Family_Sphingomonadaceae","Family_Sphingomonadaceae"
"296","deb8b2f88d2816b2bb9291965c744084","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Schlegelella","Genus_Schlegelella_590482"
"297","deeccbb7c150767d939db615f0c86483","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Tolumonas","Tolumonasauensis"
"298","dff77e7c67d98b74aa0fd40898914d0b","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pseudacidovorax","Pseudacidovoraxintermedius_A_587474"
"299","e1239fdc812b915d559c62a9251b3c60","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas_A_615336taiwanensis"
"300","e17375b9ca23588649a898e39d9c1d55","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Heliimonas","Heliimonassaccharivorans"
"301","e2fcc92ed4f145071525b58f2f750e39","lost","lost","Bacteria","Firmicutes","Bacilli","Class_Bacilli","Class_Bacilli","Class_Bacilli","Class_Bacilli"
"302","e34c58c15e409a6a0d736090a9055bcf","lost","lost","Bacteria","Firmicutes","Bacilli","Paenibacillales","NBRC-103111","Paenibacillus","Genus_Paenibacillus_E"
"303","e473bfe4ced2bb356f4a024b979e22a9","late water","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Family_Acetobacteraceae","Family_Acetobacteraceae"
"304","e52a5d6f0e2560fe327b2f502dd5a024","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus_Pseudomonas_E_647464"
"305","e583c466bec1e423da089cb4a74e64c2","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus_Massilia"
"306","e64306c05500164cb19ad77a6b897029","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Genus_Comamonas_F_589250"
"307","e6f6be4ccfb278fe562ca7dffb543652","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Micrococcaceae","Kocuria","Genus_Kocuria"
"308","e724f2b87d1f38f17d8d833f80fd8079","lost","lost","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Family_Staphylococcaceae","Family_Staphylococcaceae"
"309","e795fed13ead27da7c3bedd15b4a59c1","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Rhodococcus","Genus_Rhodococcus_C_375578"
"310","e7c9f275786c832873052c0e78d72efc","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus_Pseudomonas_E_647464"
"311","eacb62c027f1b38ff5ed6af750917d01","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","Rhodanobacterthiooxydans"
"312","eb240c8f80389d24643fc21431ef749a","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea","Genus_Pandoraea"
"313","eb87bb62ab6369d89dbeadc99b001827","late water","shared","Bacteria","Firmicutes","Negativicutes","DSM-1736","Dendrosporobacteraceae","Dendrosporobacter","Dendrosporobacterquercicolus"
"314","ec30ea29a925f7e73c47ed5962707026","both","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Acidovorax","Genus_Acidovorax_A"
"315","ec401eab818f8942fe0c25baca538930","lost","lost","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerocolumna","Genus_Anaerocolumna"
"316","ee2a40ab09837c1e5980432ca318455a","lost","lost","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingiameningoseptica"
"317","ef5a2480e55d717d0c565e287f82a473","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobiumnitrogenifigens"
"318","efc059f9f9ce149be996c1db1b1d905c","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Genus_Acinetobacter"
"319","f0f099a449a2c76c964d762b9ab2c170","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccussphaerophysae"
"320","f198504a3e51ed075b61b1806ffb12d1","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Genus_Paracoccus"
"321","f2074f0881737743e5c8a8114114dce3","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_Csp002342705"
"322","f28ea8bf84a19e0a83dd477fc48163f3","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae_A"
"323","f52e34a07ff2e814f50950ea181cb271","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacterursingii"
"324","f8dce590f318099b1f8cf3f8e9452a02","both","shared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Family_Rhizobiaceae","Family_Rhizobiaceae_A_499470"
"325","f92490692df808d6d92f56c7cab8be7d","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Genus_Bradyrhizobium"
"326","f94177d64f0f3dd3b8ddc7282ffeaef0","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus_Pseudomonas_E_647464"
"327","f9fc30195b1c357bfb8e1b414e2ac5d4","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Family_Burkholderiaceae","Family_Burkholderiaceae_A_592522"
"328","fa34fcf46783dd613a648010f4e4e0e9","both","shared","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leucobacter","Genus_Leucobacter"
"329","fca9741d7bcdc137ad78a45a0f50c3b6","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus_Pseudomonas_E_647464"
"330","fcd256b87f1e8d151209bdbaba0a9a9d","eggs","shared","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas_A_615274indicatrix"
"331","fcf8e1b4df73fc951e134cfa0a0758a5","lost","lost","Bacteria","Proteobacteria","Alphaproteobacteria","Geminicoccales","Geminicoccaceae","Arboricoccus","Arboricoccuspini"
"332","fda0746dace4494eb6cfd64b8b7d6036","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae_A"
"333","fdc98ace23a34dc8e3a4dfc4f2e9e6b6","lost","lost","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Family_Burkholderiaceae","Family_Burkholderiaceae_A_595422"
"334","ffff4d930aad7085e16b8e035678546d","lost","lost","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Order_Actinomycetales","Order_Actinomycetales","Order_Actinomycetales"
